cap-shape,cap-surface,cap-color,bruises,odor,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population,habitat,class
6,5,8,6,6,8,4,11,-1,15,5,9,9,2,9,18,1,0
15,5,8,6,7,8,4,11,-1,15,15,9,9,2,9,18,13,0
15,5,2,6,6,8,4,11,-1,15,5,9,9,2,9,18,1,0
15,5,2,6,5,8,4,11,-1,15,5,1,9,2,9,18,13,0
3,5,2,6,6,8,4,11,-1,15,15,9,1,2,9,18,21,0
4,5,8,6,8,4,9,2,4,7,7,8,8,1,9,7,1,1
15,5,2,6,7,8,4,11,-1,15,5,1,9,2,9,18,1,0
3,5,8,6,6,8,4,11,-1,5,5,9,9,2,9,18,1,0
3,7,2,6,6,8,4,11,-1,15,15,9,9,2,9,18,1,0
6,5,2,6,5,8,4,11,-1,5,5,1,1,2,9,18,13,0
4,5,8,6,8,4,8,2,-1,5,5,17,17,1,8,14,13,1
15,5,10,6,8,4,1,2,-1,15,15,9,9,1,9,8,10,1
15,7,2,6,20,4,7,2,14,15,7,14,14,8,9,14,21,0
15,7,2,6,7,8,4,11,-1,15,5,9,1,2,9,18,13,0
6,5,2,6,7,8,4,11,-1,15,15,1,1,2,9,18,21,0
15,5,8,6,8,4,7,2,-1,5,5,17,17,1,17,14,13,1
6,7,2,6,5,8,4,11,-1,15,5,1,9,2,9,18,21,0
15,7,2,6,5,8,4,11,-1,5,15,9,1,2,9,18,21,0
15,6,9,6,8,4,1,2,-1,15,5,9,9,1,9,5,10,1
3,5,10,6,8,4,9,2,-1,5,15,9,9,1,9,5,10,1
15,5,8,6,8,4,7,2,-1,5,5,17,17,1,17,18,13,1
15,7,2,6,5,8,4,11,-1,5,5,9,9,2,9,18,21,0
15,7,8,6,5,8,4,11,-1,15,5,9,1,2,9,18,13,0
15,5,2,6,5,8,4,11,-1,15,5,9,9,2,9,18,1,0
3,5,9,6,8,4,9,2,-1,15,15,9,9,1,9,5,10,1
15,5,9,6,8,4,10,2,-1,15,15,9,9,1,9,8,10,1
15,5,9,6,8,4,1,2,-1,15,5,9,9,1,9,5,10,1
15,5,2,6,6,8,4,11,-1,15,5,1,9,2,9,18,13,0
3,5,2,6,5,8,4,11,-1,5,5,1,9,2,9,18,1,0
15,5,10,6,8,4,9,2,-1,5,15,9,9,1,9,5,10,1
3,6,9,6,8,4,10,2,-1,5,15,9,9,1,9,5,10,1
15,7,2,6,6,8,4,11,-1,5,15,9,9,2,9,18,21,0
4,5,9,6,8,4,10,2,-1,5,5,9,9,1,9,5,10,1
15,5,2,6,5,8,4,11,-1,5,5,9,1,2,9,18,1,0
6,5,8,6,6,8,4,11,-1,5,15,9,9,2,9,18,1,0
6,7,8,6,6,8,4,11,-1,5,15,1,1,2,9,18,21,0
15,5,10,6,8,4,1,2,-1,5,15,9,9,1,9,5,10,1
3,5,9,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
6,7,2,6,7,8,4,11,-1,5,5,9,1,2,9,18,1,0
3,5,2,6,6,8,4,11,-1,5,5,9,9,2,9,18,21,0
3,6,9,6,8,4,10,2,-1,15,15,9,9,1,9,5,10,1
15,6,9,6,8,4,10,2,-1,15,15,9,9,1,9,8,10,1
6,5,2,6,5,8,4,11,-1,15,15,1,9,2,9,18,21,0
6,5,10,11,8,4,9,2,4,5,5,9,9,1,9,18,1,1
15,5,2,6,7,8,4,11,-1,15,5,9,1,2,9,18,21,0
3,5,8,6,7,8,4,11,-1,5,15,9,1,2,9,18,1,0
15,5,8,6,8,4,7,2,-1,5,5,17,17,1,4,14,13,1
3,5,8,6,8,4,8,2,-1,5,5,17,17,1,8,14,13,1
15,7,2,6,5,8,4,11,-1,15,5,9,9,2,9,18,13,0
3,5,2,6,7,8,4,11,-1,15,5,1,9,2,9,18,21,0
3,5,8,6,5,8,4,11,-1,15,5,9,1,2,9,18,21,0
15,5,2,6,7,8,4,11,-1,15,15,9,9,2,9,18,21,0
3,5,8,6,7,8,4,11,-1,5,15,9,9,2,9,18,13,0
15,6,9,6,8,4,10,2,-1,15,5,9,9,1,9,8,10,1
15,5,8,6,8,4,17,2,-1,5,5,17,17,1,8,14,13,1
15,7,14,6,20,4,9,2,14,15,7,14,14,8,9,14,21,0
3,6,10,6,8,4,10,2,-1,5,5,9,9,1,9,5,10,1
3,5,8,6,8,4,8,2,-1,5,5,17,17,1,17,18,13,1
3,5,8,6,8,4,7,2,-1,5,5,17,17,1,4,18,13,1
15,7,2,6,5,8,4,11,-1,15,5,9,1,2,9,18,1,0
15,6,9,6,8,4,1,2,-1,5,5,9,9,1,9,8,10,1
3,6,10,6,8,4,10,2,-1,15,5,9,9,1,9,5,10,1
6,5,8,6,8,4,17,2,-1,5,5,17,17,1,8,18,13,1
15,7,8,6,7,8,4,11,-1,15,15,9,1,2,9,18,21,0
15,7,8,6,5,8,4,11,-1,15,5,1,9,2,9,18,13,0
6,7,8,6,5,8,4,11,-1,15,5,9,9,2,9,18,21,0
6,7,2,6,7,8,4,11,-1,15,5,9,1,2,9,18,1,0
15,6,10,6,8,4,1,2,-1,5,15,9,9,1,9,8,10,1
6,7,2,6,5,8,4,11,-1,15,15,9,1,2,9,18,21,0
6,7,8,6,5,8,4,11,-1,15,5,9,1,2,9,18,1,0
15,5,2,6,5,8,4,11,-1,15,5,1,1,2,9,18,13,0
15,5,10,6,8,4,9,2,-1,15,15,9,9,1,9,5,10,1
4,5,8,6,8,4,7,2,-1,5,5,17,17,1,7,14,13,1
15,7,8,6,6,8,4,11,-1,15,15,9,9,2,9,18,13,0
3,5,8,6,5,8,4,11,-1,15,5,1,1,2,9,18,1,0
4,5,8,6,8,4,17,2,-1,5,5,17,17,1,17,18,13,1
15,5,8,6,7,8,4,11,-1,15,5,9,9,2,9,18,21,0
15,5,8,6,7,8,4,11,-1,15,15,1,9,2,9,18,1,0
15,5,2,6,5,8,4,11,-1,5,15,9,9,2,9,18,13,0
6,5,2,6,5,8,4,11,-1,5,5,9,1,2,9,18,1,0
3,5,2,6,5,8,4,11,-1,5,5,1,1,2,9,18,1,0
3,5,2,6,7,8,4,11,-1,5,5,9,9,2,9,18,21,0
3,5,8,6,5,8,4,11,-1,5,5,1,9,2,9,18,21,0
15,7,8,6,7,8,4,11,-1,5,15,9,9,2,9,18,21,0
3,5,1,11,8,4,9,2,4,5,5,9,9,1,9,7,1,1
6,5,2,6,7,8,4,11,-1,5,15,9,1,2,9,18,21,0
3,7,8,6,20,4,9,2,14,15,7,14,14,8,9,14,21,0
15,5,8,6,6,8,4,11,-1,5,5,9,9,2,9,18,13,0
15,5,10,6,8,4,10,2,-1,15,15,9,9,1,9,5,10,1
15,5,8,6,6,8,4,11,-1,15,5,1,9,2,9,18,21,0
6,7,8,6,7,8,4,11,-1,15,15,1,9,2,9,18,1,0
15,5,8,6,5,8,4,11,-1,5,15,1,9,2,9,18,1,0
15,7,2,6,7,8,4,11,-1,5,15,1,9,2,9,18,21,0
6,7,2,6,6,8,4,11,-1,15,5,1,9,2,9,18,21,0
6,5,14,11,8,4,9,2,4,5,5,9,9,1,9,7,1,1
6,7,8,6,6,8,4,11,-1,5,15,1,9,2,9,18,13,0
15,5,2,6,6,8,4,11,-1,5,15,9,1,2,9,18,21,0
3,5,2,6,7,8,4,11,-1,15,5,1,1,2,9,18,13,0
6,7,2,6,7,8,4,11,-1,15,15,1,1,2,9,18,13,0
3,5,8,6,6,8,4,11,-1,5,5,1,9,2,9,18,1,0
6,5,8,6,8,4,7,2,-1,5,5,17,17,1,8,14,13,1
6,5,2,6,5,8,4,11,-1,5,15,1,1,2,9,18,21,0
3,7,2,6,5,8,4,11,-1,5,15,1,9,2,9,18,1,0
3,7,2,6,6,8,4,11,-1,5,15,9,9,2,9,18,21,0
3,5,2,6,5,8,4,11,-1,15,15,1,1,2,9,18,1,0
15,5,2,6,6,8,4,11,-1,15,15,1,1,2,9,18,13,0
3,5,2,6,7,8,4,11,-1,5,5,9,1,2,9,18,13,0
4,6,10,6,8,4,9,2,-1,15,5,9,9,1,9,5,10,1
15,7,2,6,5,8,4,11,-1,15,5,1,9,2,9,18,1,0
15,5,2,6,5,8,4,11,-1,5,15,1,9,2,9,18,13,0
15,6,10,6,8,4,10,2,-1,5,5,9,9,1,9,8,10,1
6,5,8,6,8,4,8,2,-1,5,5,17,17,1,8,18,13,1
6,7,8,6,20,4,9,2,14,15,7,14,14,8,9,14,21,0
15,5,2,6,5,8,4,11,-1,5,15,9,1,2,9,18,21,0
6,5,8,6,6,8,4,11,-1,15,15,9,9,2,9,18,13,0
15,7,8,6,6,8,4,11,-1,15,15,9,1,2,9,18,1,0
15,5,2,6,7,8,4,11,-1,5,5,9,1,2,9,18,13,0
15,7,8,6,7,8,4,11,-1,5,5,9,9,2,9,18,1,0
15,7,8,6,7,8,4,11,-1,5,15,9,1,2,9,18,13,0
3,6,10,6,8,4,10,2,-1,15,15,9,9,1,9,8,10,1
15,7,2,6,6,8,4,11,-1,15,15,9,1,2,9,18,1,0
3,7,14,6,20,4,7,2,14,15,7,14,14,8,9,14,21,0
15,7,2,6,5,8,4,11,-1,15,15,9,1,2,9,18,1,0
15,7,2,6,5,8,4,11,-1,15,15,1,9,2,9,18,13,0
4,5,9,6,8,4,1,2,-1,5,15,9,9,1,9,5,10,1
15,5,8,6,7,8,4,11,-1,15,15,1,9,2,9,18,21,0
3,5,2,6,7,8,4,11,-1,5,15,1,1,2,9,18,1,0
6,7,8,6,6,8,4,11,-1,15,5,1,9,2,9,18,13,0
6,5,2,6,7,8,4,11,-1,15,15,1,1,2,9,18,1,0
15,7,2,6,6,8,4,11,-1,5,15,1,9,2,9,18,21,0
15,7,2,6,6,8,4,11,-1,15,5,9,1,2,9,18,21,0
4,6,9,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
15,7,8,6,20,4,9,2,14,15,7,14,14,8,9,14,21,0
6,7,2,6,7,8,4,11,-1,15,5,1,9,2,9,18,21,0
15,5,8,6,6,8,4,11,-1,5,15,9,1,2,9,18,1,0
15,7,8,6,6,8,4,11,-1,15,5,9,1,2,9,18,1,0
3,5,2,6,5,8,4,11,-1,15,15,9,9,2,9,18,13,0
3,7,10,11,8,4,9,2,4,5,5,9,9,1,9,18,1,1
6,5,8,6,7,8,4,11,-1,15,5,1,9,2,9,18,21,0
15,7,2,6,7,8,4,11,-1,15,5,9,9,2,9,18,1,0
15,6,9,6,8,4,9,2,-1,15,15,9,9,1,9,8,10,1
3,5,8,6,5,8,4,11,-1,15,5,1,1,2,9,18,21,0
15,7,8,6,7,8,4,11,-1,5,5,1,9,2,9,18,21,0
3,5,2,6,5,8,4,11,-1,5,5,1,9,2,9,18,21,0
15,5,9,6,8,4,9,2,-1,5,15,9,9,1,9,8,10,1
6,7,8,6,5,8,4,11,-1,5,5,9,1,2,9,18,1,0
15,5,2,6,5,8,4,11,-1,15,15,9,1,2,9,18,1,0
15,5,2,6,7,8,4,11,-1,15,15,9,9,2,9,18,1,0
6,7,2,6,6,8,4,11,-1,5,15,1,1,2,9,18,13,0
6,5,8,6,8,4,8,2,-1,5,5,17,17,1,7,18,13,1
6,7,8,6,7,8,4,11,-1,15,15,1,9,2,9,18,21,0
15,7,2,6,7,8,4,11,-1,5,5,1,9,2,9,18,21,0
15,5,2,6,7,8,4,11,-1,5,15,9,9,2,9,18,21,0
15,5,2,6,6,8,4,11,-1,5,15,1,9,2,9,18,13,0
4,5,8,6,8,4,17,2,-1,5,5,17,17,1,4,18,13,1
15,5,10,6,8,4,1,2,-1,15,15,9,9,1,9,5,10,1
3,5,8,6,8,4,8,2,-1,5,5,17,17,1,8,18,13,1
3,6,10,6,8,4,1,2,-1,15,15,9,9,1,9,8,10,1
15,5,2,6,7,8,4,11,-1,5,5,9,1,2,9,18,21,0
6,7,2,6,6,8,4,11,-1,5,15,9,1,2,9,18,21,0
15,5,8,6,5,8,4,11,-1,15,15,1,9,2,9,18,21,0
15,5,8,6,7,8,4,11,-1,15,5,1,9,2,9,18,1,0
4,5,9,6,8,4,1,2,-1,15,5,9,9,1,9,8,10,1
6,5,8,6,5,8,4,11,-1,5,5,1,1,2,9,18,21,0
4,6,10,6,8,4,1,2,-1,5,15,9,9,1,9,8,10,1
3,5,8,6,6,8,4,11,-1,15,5,9,9,2,9,18,21,0
3,7,2,6,6,8,4,11,-1,5,15,9,9,2,9,18,13,0
6,7,14,6,20,4,9,2,14,15,7,14,14,8,9,14,21,0
6,5,8,6,5,8,4,11,-1,5,5,9,1,2,9,18,21,0
3,7,2,6,5,8,4,11,-1,5,5,1,9,2,9,18,13,0
6,5,8,6,5,8,4,11,-1,15,15,9,9,2,9,18,13,0
6,7,2,6,6,8,4,11,-1,15,5,9,1,2,9,18,1,0
6,5,2,6,6,8,4,11,-1,15,15,9,1,2,9,18,13,0
3,5,2,6,5,8,4,11,-1,15,15,9,9,2,9,18,21,0
15,5,10,6,8,4,9,2,-1,15,5,9,9,1,9,5,10,1
3,5,2,6,7,8,4,11,-1,5,5,1,9,2,9,18,1,0
15,5,8,6,7,8,4,11,-1,15,5,9,1,2,9,18,13,0
15,7,2,6,5,8,4,11,-1,15,5,9,1,2,9,18,13,0
3,5,8,6,7,8,4,11,-1,15,15,9,1,2,9,18,1,0
4,5,10,6,8,4,10,2,-1,5,15,9,9,1,9,8,10,1
3,5,8,6,5,8,4,11,-1,5,5,9,1,2,9,18,13,0
6,5,2,6,5,8,4,11,-1,5,5,9,9,2,9,18,21,0
15,5,8,6,5,8,4,11,-1,5,5,1,9,2,9,18,21,0
4,5,10,6,8,4,9,2,-1,5,5,9,9,1,9,5,10,1
3,5,8,6,7,8,4,11,-1,15,15,1,1,2,9,18,1,0
6,7,2,6,7,8,4,11,-1,5,15,9,9,2,9,18,1,0
6,5,2,6,7,8,4,11,-1,5,15,1,9,2,9,18,21,0
6,7,8,6,20,4,7,2,14,15,7,14,14,8,9,14,21,0
4,6,10,6,8,4,10,2,-1,15,5,9,9,1,9,5,10,1
6,5,2,6,6,8,4,11,-1,15,15,1,1,2,9,18,1,0
15,5,8,6,6,8,4,11,-1,5,15,1,1,2,9,18,13,0
15,5,10,6,8,4,1,2,-1,5,15,9,9,1,9,8,10,1
15,7,8,6,6,8,4,11,-1,15,15,1,1,2,9,18,13,0
3,5,2,6,5,8,4,11,-1,15,15,1,1,2,9,18,13,0
4,5,8,6,8,4,7,2,-1,5,5,17,17,1,7,14,13,1
15,7,8,6,6,8,4,11,-1,5,15,1,9,2,9,18,13,0
6,7,8,6,5,8,4,11,-1,15,15,9,9,2,9,18,13,0
3,5,8,6,8,4,8,2,-1,5,5,17,17,1,4,14,13,1
15,5,8,6,6,8,4,11,-1,15,15,1,9,2,9,18,13,0
15,5,8,6,6,8,4,11,-1,15,15,1,1,2,9,18,21,0
15,5,8,6,5,8,4,11,-1,15,5,1,1,2,9,18,1,0
15,5,8,6,5,8,4,11,-1,5,5,1,9,2,9,18,1,0
6,7,14,11,8,4,9,2,4,5,5,9,9,1,9,7,1,1
6,5,8,6,8,4,8,2,-1,5,5,17,17,1,8,14,13,1
4,5,9,6,8,4,10,2,-1,15,15,9,9,1,9,8,10,1
15,5,2,6,5,8,4,11,-1,5,5,1,1,2,9,18,1,0
4,5,10,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
15,7,2,6,7,8,4,11,-1,15,15,1,9,2,9,18,1,0
15,7,8,6,5,8,4,11,-1,5,5,9,9,2,9,18,21,0
3,5,8,6,8,4,17,2,-1,5,5,17,17,1,7,14,13,1
3,5,2,6,7,8,4,11,-1,15,5,9,9,2,9,18,1,0
3,5,8,6,6,8,4,11,-1,15,5,1,1,2,9,18,21,0
6,5,2,6,7,8,4,11,-1,15,5,9,9,2,9,18,13,0
6,7,2,6,5,8,4,11,-1,5,5,1,1,2,9,18,1,0
3,7,2,6,5,8,4,11,-1,15,5,1,1,2,9,18,1,0
15,5,2,6,6,8,4,11,-1,15,15,9,9,2,9,18,21,0
15,7,8,6,8,4,9,2,4,7,7,8,8,1,9,7,21,1
6,5,2,6,6,8,4,11,-1,5,5,9,9,2,9,18,21,0
15,5,8,6,5,8,4,11,-1,15,15,1,9,2,9,18,1,0
6,7,8,6,7,8,4,11,-1,5,5,9,9,2,9,18,1,0
6,5,2,6,6,8,4,11,-1,15,5,1,1,2,9,18,21,0
15,6,10,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
15,5,8,6,6,8,4,11,-1,5,15,9,1,2,9,18,21,0
4,6,9,6,8,4,1,2,-1,15,5,9,9,1,9,5,10,1
15,5,2,6,7,8,4,11,-1,15,15,1,9,2,9,18,13,0
3,5,10,6,8,4,1,2,-1,15,15,9,9,1,9,8,10,1
15,5,8,6,8,4,7,2,-1,5,5,17,17,1,7,14,13,1
15,5,2,6,6,8,4,11,-1,15,5,9,1,2,9,18,1,0
15,7,8,6,6,8,4,11,-1,5,5,9,1,2,9,18,13,0
15,6,10,6,8,4,10,2,-1,15,15,9,9,1,9,8,10,1
3,5,8,6,7,8,4,11,-1,5,5,1,1,2,9,18,13,0
15,7,8,6,5,8,4,11,-1,5,5,9,1,2,9,18,13,0
3,6,9,6,8,4,10,2,-1,15,5,9,9,1,9,8,10,1
15,7,2,6,6,8,4,11,-1,15,5,1,9,2,9,18,1,0
15,5,2,6,6,8,4,11,-1,15,5,1,1,2,9,18,13,0
15,5,2,6,6,8,4,11,-1,15,15,1,9,2,9,18,13,0
15,7,2,6,5,8,4,11,-1,15,5,9,9,2,9,18,1,0
15,7,8,6,5,8,4,11,-1,5,5,1,9,2,9,18,1,0
15,5,10,6,8,4,10,2,-1,15,15,9,9,1,9,8,10,1
15,7,8,6,6,8,4,11,-1,15,15,1,1,2,9,18,1,0
15,5,2,6,6,8,4,11,-1,5,5,9,1,2,9,18,13,0
3,5,10,6,8,4,9,2,-1,5,15,9,9,1,9,8,10,1
6,5,8,6,8,4,7,2,-1,5,5,17,17,1,7,18,13,1
15,5,10,6,8,4,10,2,-1,15,5,9,9,1,9,8,10,1
3,5,2,6,5,8,4,11,-1,15,5,9,1,2,9,18,1,0
15,5,8,6,6,8,4,11,-1,5,5,9,9,2,9,18,21,0
15,5,8,6,5,8,4,11,-1,5,15,9,1,2,9,18,1,0
3,5,10,6,8,4,1,2,-1,15,5,9,9,1,9,5,10,1
15,7,2,6,5,8,4,11,-1,15,15,1,1,2,9,18,1,0
6,5,8,6,8,4,8,2,-1,5,5,17,17,1,7,18,13,1
15,5,9,6,8,4,9,2,-1,15,15,9,9,1,9,8,10,1
6,7,2,6,20,4,7,2,14,15,7,14,14,8,9,14,21,0
4,5,10,6,8,4,10,2,-1,15,15,9,9,1,9,5,10,1
6,7,8,6,7,8,4,11,-1,5,15,9,9,2,9,18,1,0
4,5,8,6,8,4,17,2,-1,5,5,17,17,1,4,14,13,1
4,5,10,6,8,4,9,2,-1,15,5,9,9,1,9,8,10,1
15,5,8,6,8,4,8,2,-1,5,5,17,17,1,7,14,13,1
4,5,10,6,8,4,1,2,-1,15,15,9,9,1,9,8,10,1
15,5,8,6,6,8,4,11,-1,15,5,9,9,2,9,18,13,0
15,7,8,6,7,8,4,11,-1,5,15,1,9,2,9,18,1,0
6,5,8,6,8,4,8,2,-1,5,5,17,17,1,17,14,13,1
15,5,2,6,7,8,4,11,-1,15,15,1,1,2,9,18,1,0
6,5,2,6,7,8,4,11,-1,5,15,9,1,2,9,18,1,0
15,5,8,6,7,8,4,11,-1,5,15,1,1,2,9,18,13,0
15,5,8,6,5,8,4,11,-1,5,15,9,1,2,9,18,13,0
4,5,8,6,8,4,7,2,-1,5,5,17,17,1,7,18,13,1
15,6,10,6,8,4,9,2,-1,15,15,9,9,1,9,5,10,1
4,5,8,6,8,4,17,2,-1,5,5,17,17,1,17,14,13,1
15,5,8,6,5,8,4,11,-1,15,5,1,9,2,9,18,13,0
15,7,2,6,5,8,4,11,-1,5,15,9,1,2,9,18,13,0
15,7,2,6,7,8,4,11,-1,15,5,1,1,2,9,18,1,0
15,5,8,6,7,8,4,11,-1,5,5,1,1,2,9,18,13,0
6,5,8,6,8,4,8,2,-1,5,5,17,17,1,8,14,13,1
15,5,2,6,7,8,4,11,-1,5,5,9,9,2,9,18,21,0
3,5,8,6,8,4,17,2,-1,5,5,17,17,1,17,18,13,1
15,5,8,6,7,8,4,11,-1,15,15,9,1,2,9,18,21,0
15,5,9,6,8,4,1,2,-1,5,5,9,9,1,9,5,10,1
15,7,2,6,6,8,4,11,-1,5,5,9,1,2,9,18,21,0
15,7,8,6,6,8,4,11,-1,15,15,1,9,2,9,18,21,0
15,6,10,6,8,4,10,2,-1,5,5,9,9,1,9,5,10,1
6,5,8,6,7,8,4,11,-1,15,5,1,9,2,9,18,1,0
3,5,10,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
15,7,8,6,6,8,4,11,-1,5,15,1,9,2,9,18,1,0
6,5,2,6,6,8,4,11,-1,5,15,1,1,2,9,18,21,0
3,6,9,6,8,4,1,2,-1,15,15,9,9,1,9,8,10,1
15,7,8,6,5,8,4,11,-1,15,5,9,9,2,9,18,13,0
6,7,8,6,20,4,9,2,14,15,7,14,14,8,9,14,21,0
4,6,10,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
15,7,2,6,7,8,4,11,-1,15,15,9,1,2,9,18,1,0
3,7,2,6,5,8,4,11,-1,15,5,1,1,2,9,18,21,0
15,5,2,6,7,8,4,11,-1,15,15,9,1,2,9,18,13,0
15,6,10,6,8,4,10,2,-1,5,15,9,9,1,9,8,10,1
15,6,9,6,8,4,1,2,-1,5,5,9,9,1,9,5,10,1
15,7,2,6,5,8,4,11,-1,5,15,9,9,2,9,18,21,0
15,5,10,6,8,4,10,2,-1,5,5,9,9,1,9,8,10,1
15,5,8,6,6,8,4,11,-1,5,15,1,9,2,9,18,21,0
15,7,8,6,7,8,4,11,-1,5,5,1,9,2,9,18,13,0
15,5,9,6,8,4,9,2,-1,15,5,9,9,1,9,5,10,1
15,7,2,6,7,8,4,11,-1,15,15,1,9,2,9,18,13,0
4,5,9,6,8,4,9,2,-1,15,5,9,9,1,9,5,10,1
15,5,8,6,7,8,4,11,-1,5,15,1,1,2,9,18,21,0
3,5,9,6,8,4,9,2,-1,5,15,9,9,1,9,8,10,1
4,5,8,6,8,4,8,2,-1,5,5,17,17,1,8,18,13,1
15,5,8,6,5,8,4,11,-1,15,5,9,1,2,9,18,21,0
15,7,2,6,6,8,4,11,-1,5,15,1,9,2,9,18,1,0
3,6,9,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
3,7,2,6,20,4,7,2,14,15,7,14,14,8,9,14,21,0
15,5,2,6,7,8,4,11,-1,15,15,1,9,2,9,18,1,0
15,5,8,6,6,8,4,11,-1,15,15,9,9,2,9,18,13,0
15,7,8,6,7,8,4,11,-1,5,5,1,9,2,9,18,1,0
15,5,2,6,6,8,4,11,-1,5,15,9,9,2,9,18,21,0
15,5,8,6,8,4,17,2,-1,5,5,17,17,1,4,14,13,1
15,7,8,6,6,8,4,11,-1,15,5,1,9,2,9,18,13,0
6,7,8,6,8,4,9,2,4,7,7,8,8,1,9,7,21,1
15,5,10,6,8,4,9,2,-1,5,5,9,9,1,9,8,10,1
6,7,2,6,7,8,4,11,-1,15,15,9,1,2,9,18,13,0
15,7,7,6,8,8,7,2,14,7,7,7,7,2,9,14,13,0
15,7,2,6,7,8,4,11,-1,5,5,1,9,2,9,18,1,0
15,5,2,6,5,8,4,11,-1,15,15,1,1,2,9,18,13,0
15,7,2,6,5,8,4,11,-1,5,15,1,1,2,9,18,13,0
4,5,8,6,8,4,17,2,-1,5,5,17,17,1,8,14,13,1
3,5,10,11,8,4,9,2,4,5,5,9,9,1,9,7,1,1
15,5,10,6,8,4,1,2,-1,15,5,9,9,1,9,8,10,1
6,7,2,6,5,8,4,11,-1,5,15,1,9,2,9,18,1,0
15,5,2,6,5,8,4,11,-1,15,15,9,9,2,9,18,1,0
15,7,2,6,5,8,4,11,-1,5,5,9,9,2,9,18,13,0
4,6,9,6,8,4,9,2,-1,15,15,9,9,1,9,8,10,1
6,5,8,6,8,4,8,2,-1,5,5,17,17,1,17,14,13,1
15,5,8,6,7,8,4,11,-1,15,15,9,9,2,9,18,1,0
15,5,2,6,6,8,4,11,-1,5,5,1,9,2,9,18,21,0
3,6,9,6,8,4,10,2,-1,15,5,9,9,1,9,5,10,1
15,7,2,6,7,8,4,11,-1,5,15,9,9,2,9,18,13,0
3,6,9,6,8,4,10,2,-1,5,5,9,9,1,9,5,10,1
15,7,2,6,7,8,4,11,-1,5,5,9,1,2,9,18,13,0
15,7,8,6,5,8,4,11,-1,5,15,9,9,2,9,18,1,0
3,5,10,6,8,4,1,2,-1,15,5,9,9,1,9,8,10,1
3,5,9,6,8,4,10,2,-1,5,15,9,9,1,9,8,10,1
15,7,8,6,6,8,4,11,-1,15,15,9,9,2,9,18,21,0
15,5,8,6,6,8,4,11,-1,15,5,9,1,2,9,18,13,0
15,5,2,6,5,8,4,11,-1,15,5,1,9,2,9,18,21,0
4,6,9,6,8,4,1,2,-1,15,15,9,9,1,9,8,10,1
6,5,8,6,6,8,4,11,-1,5,15,1,9,2,9,18,1,0
15,5,2,6,7,8,4,11,-1,15,15,1,9,2,9,18,21,0
15,5,8,6,6,8,4,11,-1,5,5,1,1,2,9,18,13,0
3,7,8,6,20,4,7,2,14,15,7,14,14,8,9,14,21,0
15,7,8,6,6,8,4,11,-1,15,5,9,1,2,9,18,13,0
6,5,8,6,8,4,17,2,-1,5,5,17,17,1,7,14,13,1
3,7,2,6,6,8,4,11,-1,5,5,1,9,2,9,18,21,0
6,5,8,6,8,4,7,2,-1,5,5,17,17,1,7,18,13,1
4,5,9,6,8,4,10,2,-1,5,5,9,9,1,9,8,10,1
4,5,10,6,8,4,1,2,-1,5,5,9,9,1,9,8,10,1
15,7,2,6,5,8,4,11,-1,15,15,9,1,2,9,18,13,0
15,5,8,6,7,8,4,11,-1,15,15,9,9,2,9,18,21,0
15,5,2,6,6,8,4,11,-1,5,5,1,9,2,9,18,1,0
15,5,2,6,7,8,4,11,-1,15,15,1,1,2,9,18,21,0
4,6,9,6,8,4,10,2,-1,5,5,9,9,1,9,5,10,1
15,5,10,6,8,4,1,2,-1,5,5,9,9,1,9,8,10,1
6,7,2,6,20,4,9,2,14,15,7,14,14,8,9,14,21,0
15,7,8,6,6,8,4,11,-1,5,5,9,1,2,9,18,21,0
15,7,8,6,6,8,4,11,-1,5,15,1,1,2,9,18,1,0
6,5,2,6,7,8,4,11,-1,5,5,9,9,2,9,18,21,0
3,5,8,6,5,8,4,11,-1,5,15,1,1,2,9,18,21,0
15,7,8,6,5,8,4,11,-1,15,15,1,1,2,9,18,1,0
15,7,14,6,20,4,7,2,14,15,7,14,14,8,9,14,21,0
15,7,8,6,5,8,4,11,-1,5,15,1,9,2,9,18,21,0
15,5,9,6,8,4,10,2,-1,5,5,9,9,1,9,8,10,1
6,7,8,6,7,8,4,11,-1,15,15,9,1,2,9,18,13,0
4,6,10,6,8,4,1,2,-1,5,5,9,9,1,9,5,10,1
6,5,2,6,6,8,4,11,-1,5,15,9,9,2,9,18,21,0
15,5,2,6,7,8,4,11,-1,15,15,1,1,2,9,18,13,0
15,5,10,6,8,4,1,2,-1,15,5,9,9,1,9,5,10,1
3,5,10,6,8,4,1,2,-1,5,5,9,9,1,9,5,10,1
15,5,2,6,7,8,4,11,-1,15,5,9,1,2,9,18,13,0
15,5,8,6,8,4,8,2,-1,5,5,17,17,1,7,14,13,1
6,7,1,11,8,4,9,2,4,5,5,9,9,1,9,7,1,1
4,5,9,6,8,4,10,2,-1,5,15,9,9,1,9,8,10,1
